class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
de.tudarmstadt.ukp.wikipedia.api.Title,class,2,12,10,2,15,1,0,17,33,0.8,0.0,0.0,10,0,7,2,1,0,8,0,0,0,6,0,0,6,0,0,1,0,1,75,9,0,1,0,0,8,12,20,3,12,1,0,0,0,115,1,0
de.tudarmstadt.ukp.wikipedia.api.WikipediaInfo,class,14,15,1,14,40,1,0,58,49,0.78095245,0.0,0.0,15,0,10,5,0,0,10,0,0,0,7,1,0,7,0,0,1,0,12,207,10,11,5,0,5,16,33,68,15,59,5,0,0,0,214,1,11
dk.statsbiblioteket.summa.storage.database.StatementHandler,class,7,9,2,7,69,1,0,16,307,0.91025645,0.0,0.0,26,0,23,3,0,0,23,2,0,0,6,2,0,6,0,0,2,0,2,175,36,2,16,1,4,191,2,16,27,10,5,0,0,0,142,1025,2
dk.statsbiblioteket.summa.support.harmonise.InteractionAdjuster,class,30,36,6,30,127,1,0,106,113,0.9181817,0.0,0.0,22,0,5,17,0,0,5,0,0,0,45,28,27,18,0,0,32,0,17,591,30,22,30,2,4,87,34,128,43,97,6,1,1,0,334,1,29
dsachat.client.gui.InternalChatFrame,class,3,6,3,3,46,5,0,61,68,0.8125,0.0,0.0,16,0,12,3,1,0,13,0,0,0,9,1,0,9,0,0,1,0,30,254,3,6,8,1,0,43,57,70,12,40,6,0,0,0,100,1,0
dsachat.server.Handler,class,9,18,9,9,76,1,0,44,0,0.2,0.0,0.0,15,0,4,11,0,0,4,0,0,0,1,0,0,1,0,0,0,0,9,279,14,16,10,11,2,35,36,61,13,49,4,0,0,0,148,1,0
edu.mscd.cs.jclo.JCLO,class,8,13,5,8,93,1,0,51,590,0.88738745,0.0,0.0,37,1,26,11,0,0,26,0,0,0,6,0,0,6,0,0,0,0,11,296,46,9,12,2,58,75,24,72,12,44,3,0,0,0,197,1,0
fi.vtt.noen.mfw.bundle.probe.shared.ProbeInformation,class,2,15,13,2,29,1,0,4,0,0.6057693,0.0,0.0,13,0,13,0,0,0,13,0,0,0,8,0,0,8,0,0,8,0,1,73,21,0,22,0,5,8,12,16,14,10,1,0,0,0,99,1,0
fi.vtt.noen.testgen.observations.formatter.DaikonFormatter,class,8,10,2,8,42,2,0,32,73,0.7857143,0.0,0.0,14,4,8,6,0,0,8,0,0,0,3,0,0,3,0,0,1,0,6,166,11,4,2,1,3,37,1,29,14,19,3,0,0,0,82,1,0
fps370.Fps370Panel,class,22,36,14,22,96,5,0,115,147,0.90869546,0.0,0.0,23,0,18,1,4,0,22,0,0,0,57,3,0,3,0,54,3,0,16,505,3,8,40,3,18,10,183,165,22,128,9,0,0,0,244,1,0
fr.pingtimeout.jtail.gui.action.IndexFileAction,class,13,17,4,13,11,3,0,18,0,0.5,0.0,0.0,3,0,3,0,0,0,3,0,0,0,4,2,0,4,0,0,4,0,8,63,2,1,2,2,1,9,1,15,0,12,1,0,0,0,66,1,3
fr.pingtimeout.jtail.gui.view.JTailPanel,class,6,12,6,6,14,5,0,34,0,0.59999996,0.0,0.0,5,0,4,1,0,0,4,0,0,0,7,0,0,1,0,6,6,0,9,91,2,2,5,0,0,15,10,20,7,20,3,1,0,0,65,1,9
fr.unice.gfarce.dao.OracleIdentiteDao,class,6,8,2,6,32,1,0,32,9,0.42857143,0.0,0.0,7,1,7,0,0,0,7,0,0,0,2,0,0,1,0,1,0,0,4,164,6,0,21,4,0,21,0,45,5,22,2,0,0,0,97,1,0
fr.unice.gfarce.interGraph.ModifTableStockage,class,2,7,5,2,72,1,0,20,0,0.0,0.0,0.0,9,0,9,0,0,0,9,0,0,0,3,0,0,3,0,0,0,0,12,277,14,39,14,2,11,23,97,90,49,66,6,0,0,0,122,1,0
framework.util.StringUtils,class,7,26,19,7,75,1,0,59,561,0.9705882,0.0,0.0,34,33,33,0,1,0,34,0,0,0,8,8,0,8,0,0,7,0,36,232,43,11,18,1,4,29,17,77,9,59,4,0,0,0,260,17,2
framework.util.jdbc.JDBCUtils,class,7,18,11,7,91,1,0,85,476,0.9598214,0.0,0.0,32,31,23,7,2,0,25,0,0,1,7,7,0,7,0,0,5,0,42,311,35,5,17,0,5,82,19,106,25,78,4,0,0,0,261,17,12
freemind.extensions.ExportHook,class,11,12,1,11,19,4,0,42,15,0.8333333,0.0,0.0,6,1,2,0,4,0,6,0,0,0,1,0,0,1,0,0,0,0,9,107,10,0,8,2,2,19,1,25,13,22,2,0,1,0,77,1,0
geo.google.datamodel.GeoStatusCode,enum,1,6,5,1,14,1,0,1,6,0.6,0.0,0.0,5,1,4,1,0,0,4,0,0,0,2,0,0,2,0,0,0,0,0,40,13,0,0,0,0,10,19,2,0,2,1,0,0,0,126,1,0
geo.google.mapping.AddressToUsAddressFunctor,class,19,22,3,19,16,1,0,40,1,0.5,0.0,0.0,2,1,2,0,0,0,2,0,0,0,1,1,0,1,0,0,1,0,0,56,2,0,7,0,0,0,8,13,0,13,6,0,0,0,38,17,0
ghm.follow.gui.TabbedPane,class,3,5,2,3,14,5,0,17,13,0.6666667,0.0,0.0,6,0,5,1,0,0,5,0,0,0,1,0,0,1,0,0,0,0,0,49,3,1,3,0,1,0,1,9,4,6,4,0,0,0,57,1,0
ghm.follow.search.SearchableTextPane,class,4,12,8,4,25,6,0,34,34,0.8611111,0.0,0.0,9,0,6,3,0,0,6,0,0,0,4,0,0,4,0,0,1,0,4,112,5,3,8,2,3,2,13,37,4,26,4,0,0,0,135,1,0
glengineer.agents.GroupAgent,class,12,27,15,12,77,2,2,46,36,0.32142857,0.0,0.0,28,0,23,5,0,0,23,2,0,0,1,0,0,0,1,0,0,0,1,220,29,17,9,0,2,16,2,34,5,29,3,0,1,0,196,1025,0
glengineer.blocks.Block,class,7,20,13,7,22,2,2,10,25,0.45454547,0.0,0.0,11,0,11,0,0,0,11,3,0,0,1,0,0,0,1,0,0,0,1,61,5,1,1,2,0,20,5,20,9,8,1,0,0,0,113,1025,0
gnu.trove.decorator.TDoubleShortMapDecorator,class,3,7,4,3,31,2,0,28,61,0.71052635,0.0,0.0,19,0,15,0,4,0,19,0,0,0,2,1,0,0,1,1,1,0,2,197,19,1,9,0,2,0,4,17,0,12,2,1,0,0,157,1,0
gnu.trove.decorator.TShortByteMapDecorator,class,3,7,4,3,31,2,0,28,61,0.71052635,0.0,0.0,19,0,15,0,4,0,19,0,0,0,2,1,0,0,1,1,1,0,2,197,19,1,9,0,2,0,4,17,0,12,2,1,0,0,157,1,0
gnu.trove.impl.hash.TCharHash,class,5,6,1,5,42,2,0,9,0,0.64285713,0.0,0.0,14,0,7,0,4,3,14,0,0,0,4,1,1,0,2,1,1,0,4,142,18,3,23,0,4,1,24,39,10,25,3,0,0,0,158,1025,0
gnu.trove.impl.hash.TFloatCharHash,class,5,6,1,5,56,2,0,16,13,0.7,0.0,0.0,18,0,10,0,5,3,18,0,0,0,5,1,1,0,3,1,1,0,0,209,25,5,31,0,7,1,35,68,17,34,4,0,0,0,173,1025,0
gnu.trove.impl.hash.TFloatDoubleHash,class,5,6,1,5,56,2,0,16,13,0.7,0.0,0.0,18,0,10,0,5,3,18,0,0,0,5,1,1,0,3,1,1,0,0,209,25,5,31,0,7,1,35,68,17,34,4,0,0,0,173,1025,0
gnu.trove.impl.hash.TShortHash,class,6,9,3,6,42,3,1,9,0,0.64285713,0.0,0.0,14,0,7,0,4,3,14,0,0,0,4,1,1,0,2,1,1,0,6,142,18,3,23,0,4,1,24,39,10,25,3,0,0,0,158,1025,0
gnu.trove.list.linked.TDoubleLinkedList,class,11,14,3,11,194,1,0,57,2067,0.8266667,0.0,0.0,75,5,68,3,0,4,72,0,0,0,4,0,0,0,0,4,0,0,38,666,79,45,19,0,7,21,45,166,28,109,3,1,2,0,167,1,0
gnu.trove.map.hash.TByteFloatHashMap,class,21,27,6,21,93,5,0,52,360,0.7375,0.0,0.0,40,0,36,1,3,0,39,0,0,0,2,1,0,0,1,1,1,0,10,800,34,17,21,1,6,2,38,109,4,81,3,1,5,0,178,1,0
gnu.trove.map.hash.TByteObjectHashMap,class,15,22,7,15,87,8,0,51,318,0.8263889,0.0,0.0,36,0,32,1,3,0,35,0,0,0,4,1,0,1,2,1,2,0,5,645,32,16,20,2,4,12,32,92,2,70,4,2,4,0,169,1,0
gnu.trove.map.hash.TFloatObjectHashMap,class,16,23,7,16,87,8,0,51,318,0.8263889,0.0,0.0,36,0,32,1,3,0,35,0,0,0,4,1,0,1,2,1,2,0,5,645,32,16,20,2,4,12,32,92,2,70,4,2,4,0,169,1,0
gui.AudioManager,class,6,10,4,6,26,1,0,28,0,0.64545465,0.0,0.0,10,0,9,1,0,0,9,0,0,0,11,6,0,11,0,0,0,0,8,127,6,0,2,1,3,5,46,25,8,21,2,0,0,0,47,1,0
httpanalyzer.HttpAnalyzerView,class,42,71,29,42,68,9,0,154,404,0.9649011,0.0,0.0,29,0,5,22,0,2,7,0,0,0,112,0,36,69,0,7,4,0,132,1300,4,1,14,2,2,327,113,189,2,165,2,29,3,0,228,1,0
httpanalyzer.Password,class,3,7,4,3,37,1,0,17,7,0.8051948,0.0,0.0,7,7,2,5,0,0,2,0,0,0,11,11,0,11,0,0,0,0,23,171,2,18,2,1,17,2,1039,85,48,50,3,0,0,0,115,1,0
ioproject.server.network.ClientGroup,class,3,16,13,3,30,1,1,18,0,0.47916666,0.0,0.0,12,0,7,0,0,5,12,0,0,9,4,0,0,4,0,0,0,0,1,94,13,4,6,0,0,0,0,14,0,10,2,0,0,0,123,1,0
ipac.BinaryCalculate,class,3,7,4,3,62,1,0,28,7,0.6590909,0.0,0.0,11,0,4,7,0,0,4,0,0,0,12,0,0,0,0,12,0,0,15,281,8,12,19,1,3,93,91,174,76,62,5,0,0,0,253,1,0
ipac.WhoIS,class,2,7,5,2,29,5,0,42,62,0.85897446,0.0,0.0,13,0,3,10,0,0,3,0,0,0,12,0,0,0,0,12,0,0,1,271,6,2,5,1,2,104,9,64,19,52,5,7,0,0,308,1,0
jahuwaldt.plot.PlotAxis,class,5,15,10,5,41,1,2,9,288,0.9222689,0.0,0.0,28,0,24,0,4,0,28,3,0,0,14,5,4,1,9,0,5,0,2,129,12,0,4,1,2,2,11,49,4,27,2,0,0,0,219,1025,0
jaw.entrada.Abrir,class,8,10,2,8,14,3,0,16,0,0.625,0.0,0.0,4,0,2,2,0,0,2,0,0,0,4,2,4,0,0,0,2,0,4,86,1,0,5,2,0,12,2,8,0,7,2,0,2,0,32,1,0
jaw.entrada.Salvar,class,8,9,1,8,22,3,0,21,0,0.0,,,1,0,1,0,0,0,1,0,0,0,7,3,5,2,0,0,3,0,4,99,3,0,11,3,1,16,3,20,0,11,4,0,2,0,44,1,0
jcmdline.HelpCmdLineHandler,class,10,21,11,10,28,2,0,13,0,0.5641026,0.0,0.0,13,0,12,0,1,0,13,0,0,0,6,0,0,6,0,0,0,0,11,91,1,0,8,0,0,11,7,12,3,10,4,0,0,0,224,1,0
jgaapGUI,class,5,8,3,5,14,5,0,42,4,0.74545455,0.0,0.0,4,0,3,1,0,0,3,0,0,0,55,0,0,54,0,1,0,0,1,337,0,0,1,0,0,59,40,65,2,62,4,0,0,0,130,1,0
jigl.image.levelSetTool.LevelSetNudge,class,7,9,2,7,64,1,0,9,0,0.6481482,0.0,0.0,6,0,3,0,3,0,6,0,0,0,18,5,5,13,0,0,5,0,2,219,2,10,10,0,12,0,2269,119,109,48,6,0,0,0,165,1,0
jigl.image.ops.ConnectedComponents,class,6,6,0,6,39,2,0,7,0,0.0,0.0,0.0,2,0,1,0,1,0,2,0,0,0,4,2,2,2,0,0,2,0,0,94,1,8,18,0,16,0,97,42,14,18,9,0,0,0,67,1,0
jigl.image.ops.Shift,class,7,8,1,7,32,2,0,18,4,0.64000005,0.0,0.0,5,0,1,0,4,0,5,0,0,0,5,2,2,3,0,0,2,0,0,86,4,8,1,0,24,0,39,24,44,21,5,0,0,0,55,1,0
jigl.image.ops.levelOps.Clip,class,11,13,2,11,24,2,0,30,45,0.72727275,0.0,0.0,11,1,3,0,8,0,11,0,0,0,4,0,0,4,0,0,0,0,2,98,8,4,4,1,8,0,66,32,16,20,2,0,0,0,73,1,0
jipa.Main,class,4,5,1,4,78,1,0,40,54,0.77777773,0.0,0.0,12,12,12,0,0,0,12,0,0,0,3,3,3,0,0,0,0,0,93,241,19,8,18,2,2,6,110,55,18,26,4,0,1,0,84,1,0
jipa.Variable,class,1,4,3,1,20,1,0,14,0,0.4074074,0.0,0.0,9,5,4,5,0,0,4,0,0,0,3,1,1,2,0,0,0,0,5,53,10,1,4,0,0,2,9,11,0,9,3,0,0,0,21,1,0
lotus.core.Game,class,8,19,11,8,17,1,0,8,4,0.6666667,0.0,0.0,5,5,5,0,0,0,5,0,0,0,6,6,6,0,0,0,0,0,5,50,5,3,2,0,0,0,2,15,0,8,2,0,0,0,34,1,0
lotus.core.phases.Phase,class,15,32,17,15,16,1,13,2,3,0.0,0.0,0.0,3,2,2,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,13,26,0,0,0,0,0,0,2,3,2,1,13,0,0,0,23,1025,0
macaw.presentationLayer.MacawWorkBench,class,14,16,2,14,18,1,0,38,0,0.5555556,0.0,0.0,9,1,4,5,0,0,4,0,0,0,6,0,0,6,0,0,0,0,13,142,1,1,7,1,0,11,18,48,0,37,3,0,0,0,149,1,0
macaw.util.DisplayableListPanel,class,15,21,6,15,55,1,0,40,51,0.826087,0.0,0.0,23,0,17,6,0,0,17,0,0,0,24,0,0,24,0,0,0,0,15,300,7,0,27,5,4,14,4,67,0,60,4,0,0,0,211,1,0
mindbright.ssh.SSHSCPGUIThread,class,7,12,5,7,50,1,0,38,53,0.8492064,0.0,0.0,14,3,10,1,0,3,13,0,0,0,21,0,0,0,0,21,0,0,11,324,8,6,14,0,18,22,91,135,34,67,3,2,0,0,114,17,0
mygrid.web._AvailableJobsResponse,class,10,15,5,10,18,1,0,9,8,0.65625,0.0,0.0,8,3,8,0,0,0,9,0,0,2,4,1,0,4,0,0,0,0,0,58,11,0,8,0,5,7,3,13,0,8,1,0,0,0,32,1,0
mygrid.web._Fail,class,10,16,6,10,18,1,0,9,8,0.65625,0.0,0.0,8,3,8,0,0,0,9,0,0,2,4,1,0,4,0,0,0,0,0,58,11,0,8,0,5,7,3,13,0,8,1,0,0,0,30,1,0
net.kencochrane.a4j.DAO.Product,class,8,10,2,8,17,1,0,26,0,0.0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,80,2,2,9,1,0,2,7,28,0,14,9,0,0,0,40,1,0
net.kencochrane.a4j.file.FileUtil,class,4,8,4,4,106,1,0,40,208,0.76,0.0,0.0,25,0,25,0,0,0,25,0,0,0,2,0,0,0,2,0,0,0,7,613,70,0,24,19,0,51,11,160,27,132,4,0,0,0,90,1,0
net.sf.javaml.core.AbstractInstance,class,5,9,4,5,30,1,2,5,112,0.86764705,0.0,0.0,17,0,15,0,2,0,17,0,0,0,4,2,0,3,0,1,2,0,1,113,18,9,4,0,0,0,11,24,8,23,1,0,1,0,43,1025,0
net.sf.javaml.core.Complex,class,1,3,2,1,12,1,0,1,0,0.38888893,0.0,0.0,12,3,12,0,0,0,12,0,0,0,3,1,3,0,0,0,1,0,1,52,5,0,0,0,0,2,6,20,20,9,0,0,0,0,57,1,0
net.sf.javaml.core.DefaultDataset,class,6,22,16,6,41,4,0,36,190,0.8888889,0.0,0.0,21,0,18,3,0,0,18,0,0,6,3,1,0,3,0,0,1,0,2,129,15,9,5,0,1,0,23,28,5,20,3,0,0,0,95,1,0
net.sf.javaml.core.DenseInstance,class,4,15,11,4,38,2,0,18,0,0.6041667,0.0,0.0,24,0,23,1,0,0,23,0,0,0,2,1,0,2,0,0,1,0,6,117,21,6,3,0,1,4,15,27,8,19,3,0,0,0,104,1,0
net.sf.javaml.core.Fold,class,8,11,3,8,35,1,0,11,456,0.84375,0.0,0.0,32,0,32,0,0,0,32,0,0,0,2,0,0,2,0,0,0,0,0,149,14,3,0,0,0,18,1,7,0,6,1,0,1,0,63,0,0
net.sf.javaml.core.SparseInstance,class,4,10,6,4,47,2,0,31,0,0.67741936,0.0,0.0,31,0,30,1,0,0,30,0,0,0,4,1,0,4,0,0,1,0,6,153,25,3,9,0,4,3,20,25,9,16,2,0,0,0,80,1,0
net.sf.javaml.tools.data.ARFFHandler,class,6,7,1,6,10,1,0,8,1,0.0,0.0,0.0,2,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,41,2,2,2,1,0,3,5,14,2,8,5,0,0,0,73,1,0
net.sf.lavalamp.device.TimeOfDay,class,1,7,6,1,14,1,0,5,0,0.125,0.0,0.0,8,0,8,0,0,0,8,0,0,0,2,0,0,2,0,0,0,0,0,40,12,0,4,0,0,1,6,6,3,4,1,0,0,0,27,1,0
net.sf.sugar.fspath.FSPathResult,class,0,13,13,0,19,1,0,5,42,0.7692308,0.0,0.0,13,0,13,0,0,0,13,0,0,0,6,0,0,6,0,0,0,0,0,65,13,0,6,0,0,1,0,6,0,6,1,0,0,0,62,1,0
net.sf.sugar.fspath.cli.FSPathExplorer,class,9,12,3,9,33,1,0,35,3,0.6904762,0.0,0.0,7,3,2,0,5,0,7,0,0,0,6,0,0,6,0,0,0,0,8,115,0,6,4,2,2,40,11,23,9,19,6,0,1,0,119,1,0
net.sf.xbus.base.core.MessageHandler,class,5,9,4,5,18,1,0,21,4,0.6666667,0.0,0.0,5,1,3,2,0,0,3,0,0,0,3,2,0,3,0,0,1,0,4,104,5,3,7,1,2,9,5,31,4,21,3,0,1,0,105,1,1
net.sf.xbus.base.core.reflection.XBUSClassLoader,class,2,14,12,2,13,4,0,13,6,0.75,,,4,3,1,3,0,0,1,0,0,0,2,2,0,2,0,0,1,0,9,46,2,2,3,1,7,7,4,10,4,8,3,0,0,0,82,1,2
net.sf.xisemele.impl.OperationsHelperImpl,class,4,7,3,4,17,1,0,10,6,1.0,0.0,0.0,4,0,4,0,0,0,4,0,0,0,1,1,0,1,0,0,1,0,0,54,6,5,2,0,0,1,7,14,1,11,4,0,0,0,32,0,0
net.sourceforge.beanbin.reflect.MethodReflectionCriteria,class,6,12,6,6,30,3,0,24,19,0.85714287,0.0,0.0,7,0,2,5,0,0,2,0,0,0,2,1,0,2,0,0,1,0,0,104,4,3,5,0,0,9,8,14,6,13,4,0,0,0,45,1,0
net.sourceforge.beanbin.reflect.ReflectionSearch,class,8,17,9,8,26,1,0,25,9,0.5,0.0,0.0,10,0,7,1,2,0,9,0,0,0,2,0,0,2,0,0,0,0,2,91,11,4,4,0,0,3,4,12,1,10,5,0,0,0,93,1,0
net.sourceforge.ext4j.log.log4j.ExtrasPatternParser,class,6,10,4,6,7,2,0,5,1,0.0,0.0,0.0,2,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,25,0,0,5,0,0,0,0,0,0,0,1,0,0,0,21,1,0
net.sourceforge.ext4j.taglib.bo.Request,class,5,7,2,5,92,1,0,46,297,0.89166665,0.0,0.0,30,0,27,0,3,0,30,0,0,0,12,6,0,12,0,0,6,0,1,241,41,9,32,2,16,37,26,62,13,44,4,0,0,0,94,1,3
net.sourceforge.jwbf.mediawiki.actions.editing.MovePage,class,16,17,1,16,32,2,0,30,3,0.64285713,0.0,0.0,6,0,3,3,0,0,3,0,0,0,7,0,0,7,0,0,6,0,5,104,6,0,10,1,4,47,4,17,11,14,3,0,0,0,134,1,9
net.sourceforge.jwbf.mediawiki.actions.queries.TemplateUserTitles,class,10,12,2,10,27,2,0,16,7,0.62857145,0.0,0.0,7,0,2,1,4,0,6,0,0,0,5,1,0,5,0,0,4,0,9,88,8,1,5,1,6,22,6,17,7,11,2,0,0,0,146,1,0
net.sourceforge.schemaspy.model.Table,class,12,57,45,12,213,4,3,144,1410,0.93356323,0.0,0.0,61,1,46,9,5,1,52,0,0,0,19,3,0,17,2,0,14,0,16,666,64,33,67,16,4,74,24,110,23,82,6,1,2,0,314,1,0
net.sourceforge.schemaspy.model.xml.TableMeta,class,6,10,4,6,12,1,0,13,5,0.6944445,0.0,0.0,6,0,5,0,0,1,6,0,0,0,6,1,0,6,0,0,6,0,1,46,5,1,5,0,1,10,2,16,1,12,1,0,0,0,46,1,0
net.sourceforge.squirrel_sql.client.preferences.GlobalPreferencesSheet,class,19,24,5,19,34,2,0,75,22,0.76666665,0.0,0.0,12,3,5,7,0,0,5,0,0,1,10,6,2,8,0,0,4,0,8,206,3,10,4,3,2,18,18,50,2,40,4,3,0,0,193,1,3
net.sourceforge.squirrel_sql.fw.gui.CascadeInternalFramePositioner,class,1,1,0,1,14,1,0,11,1,0.5,0.0,0.0,2,0,2,0,0,0,2,0,0,0,4,2,0,4,0,0,2,0,0,54,0,0,4,2,0,1,4,12,2,7,4,0,0,0,52,1,0
net.virtualinfinity.atrobots.gui.renderers.RobotRenderer,class,9,17,8,9,27,1,0,47,112,0.8958333,0.0,0.0,16,0,9,7,0,0,9,0,0,0,6,2,0,6,0,0,2,0,2,121,5,0,0,0,2,0,67,18,32,14,2,0,0,0,57,1,0
net.virtualinfinity.atrobots.robot.Robot,class,53,90,37,53,92,3,0,116,2001,0.9606058,0.0,0.0,66,0,61,3,2,0,64,0,0,0,25,1,0,25,0,0,9,0,5,386,38,5,0,0,0,0,33,35,9,34,2,4,2,0,157,1,0
nu.staldal.lagoon.LagoonCLI,class,5,7,2,5,47,1,0,32,1,0.5555556,,,3,3,1,2,0,0,1,0,0,0,3,3,0,3,0,0,1,0,28,180,9,3,7,5,2,44,21,38,18,31,5,0,0,0,83,1,0
nu.staldal.lagoon.LagoonGUI,class,11,17,6,11,52,5,0,47,112,0.8581314,0.0,0.0,17,3,8,8,0,1,9,0,0,0,17,1,0,17,0,0,1,0,9,276,3,0,13,7,3,62,10,53,12,48,4,5,0,0,129,1,0
org.apache.commons.cli.HelpFormatter,class,6,13,7,6,104,1,0,65,790,0.97018975,0.0,0.0,41,0,33,3,5,0,38,0,0,0,18,8,16,1,1,0,8,0,6,339,22,8,30,1,2,23,31,70,14,51,3,0,1,0,267,1,0
org.apache.commons.cli.Option,class,3,25,22,3,83,1,0,33,724,0.88301283,0.0,0.0,48,2,39,4,0,5,44,0,0,0,13,3,2,11,0,0,4,0,2,308,36,1,21,1,5,13,18,38,6,20,3,0,1,0,293,1,0
org.apache.commons.codec.language.DoubleMetaphone,class,5,7,2,5,262,1,0,52,701,0.9692983,0.0,0.0,38,1,9,27,2,0,11,0,0,0,6,5,0,6,0,0,5,0,97,723,54,3,62,0,29,234,327,83,144,13,3,0,1,0,193,1,0
org.apache.commons.collections4.list.TreeList,class,5,7,2,5,25,3,0,15,0,0.375,0.0,0.0,16,0,15,1,0,0,15,0,0,0,2,0,0,2,0,0,0,0,0,564,13,0,4,0,0,2,13,15,4,7,1,0,2,0,196,1,0
org.apache.commons.collections4.sequence.SequencesComparator,class,9,11,2,9,47,1,0,13,0,0.33333334,0.0,0.0,6,0,3,3,0,0,3,0,0,0,5,0,0,5,0,0,5,0,0,135,5,8,14,0,1,1,30,36,54,26,4,0,1,0,194,1,0
org.apache.commons.lang3.ArrayUtils,class,18,40,22,18,1117,1,0,232,60170,0.98591876,0.0,0.0,361,360,356,3,0,2,358,0,0,0,24,24,24,0,0,0,24,0,558,3454,606,125,296,1,12,51,580,623,201,387,3,0,0,0,547,1,0
org.apache.commons.lang3.BooleanUtils,class,3,7,4,3,172,1,0,16,820,0.0,0.0,0.0,41,40,41,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,15,369,79,3,94,3,19,34,34,20,0,19,2,0,0,0,176,1,0
org.apache.commons.lang3.ClassUtils,class,7,20,13,7,175,1,0,88,1421,0.97530866,0.0,0.0,54,53,50,4,0,0,54,0,0,0,9,9,4,5,0,0,9,0,54,609,103,19,57,4,0,40,42,81,13,54,3,2,1,2,516,1,0
org.apache.commons.lang3.Conversion,class,5,6,1,5,309,1,0,19,859,0.9523811,0.0,0.0,42,42,42,0,0,0,42,0,0,0,16,16,0,16,0,0,16,0,24,763,152,28,60,0,79,45,334,157,263,131,3,0,0,0,199,1,0
org.apache.commons.lang3.LocaleUtils,class,2,3,1,2,54,1,0,27,78,0.9230769,0.0,0.0,13,12,9,4,0,0,9,0,0,0,2,2,0,2,0,0,2,0,22,149,20,2,15,0,2,9,25,22,7,16,3,0,1,0,174,1,0
org.apache.commons.lang3.Validate,class,2,8,6,2,107,1,0,36,1263,0.97647077,0.0,0.0,51,50,51,0,0,0,51,0,0,0,20,20,0,20,0,0,20,0,72,274,22,2,6,0,0,26,15,25,0,25,2,0,0,6,238,1,0
org.apache.commons.lang3.builder.CompareToBuilder,class,12,13,1,12,140,1,0,49,3,0.29032257,0.0,0.0,31,6,29,2,0,0,29,0,0,0,1,0,0,1,0,0,0,0,21,410,88,11,73,1,1,6,81,59,0,17,3,0,0,0,243,1,0
org.apache.commons.lang3.builder.HashCodeBuilder,class,15,17,2,15,82,1,0,56,160,0.7222222,0.0,0.0,36,11,30,4,0,2,32,0,0,0,5,3,0,5,0,0,4,0,23,278,31,11,17,2,5,5,12,36,31,12,4,0,0,0,294,1,0
org.apache.commons.lang3.text.ExtendedMessageFormat,class,4,5,1,4,73,3,0,54,152,0.8571428,0.0,0.0,21,0,12,9,0,0,12,0,1,0,9,7,0,9,0,0,8,0,10,275,20,8,25,1,1,8,19,60,14,48,4,0,0,0,265,1,0
org.apache.commons.lang3.text.StrBuilder,class,10,17,7,10,410,4,0,86,4662,0.8322148,0.0,0.0,149,0,144,3,2,0,146,0,0,0,6,2,0,3,2,1,2,0,43,1385,210,37,89,0,27,20,222,210,116,126,4,0,3,0,553,1,0
org.apache.commons.lang3.text.translate.NumericEntityUnescaper,class,4,5,1,4,27,2,0,12,1,0.33333334,0.0,0.0,3,0,3,0,0,0,3,0,0,0,1,0,0,1,0,0,1,0,7,65,6,1,8,1,3,1,18,12,7,9,3,0,1,0,109,1,0
org.apache.commons.lang3.time.DateUtils,class,6,7,1,6,169,1,0,47,1828,0.98087424,0.0,0.0,61,60,53,8,0,0,53,0,0,0,12,12,11,1,0,0,12,0,91,552,64,5,59,1,7,15,63,89,26,52,6,0,2,0,441,1,0
org.apache.commons.lang3.time.DurationFormatUtils,class,3,5,2,3,77,1,0,34,58,0.8229167,0.0,0.0,12,11,9,1,0,2,11,0,0,0,8,8,1,0,0,7,8,0,37,365,11,12,16,0,4,31,53,120,28,42,4,0,1,0,276,1,0
org.apache.commons.lang3.time.FastDateFormat,class,7,10,3,7,42,2,0,29,218,0.8780488,0.0,0.0,41,17,38,0,3,0,41,0,0,0,8,6,4,4,0,0,8,0,1,143,40,0,0,0,1,4,1,9,1,9,1,1,0,0,244,1,0
org.apache.commons.math3.analysis.FunctionUtils,class,15,40,25,15,25,1,0,3,231,0.0,0.0,0.0,22,21,21,1,0,0,21,0,0,0,0,0,0,0,0,0,0,0,2,441,21,1,0,0,1,0,2,4,4,3,1,19,0,0,172,1,0
