class_name,AMC,CBM,IC,CAM,MFA,MOA,DAM,LOC,LCOM3,NPM,Ce,Ca,LCOM,RFC,CBO,NOC,DIT,WMC
lotus.core.Game,17.8571,0.0,0.0,0.1667,0.0,5.0,0.0,138.0,0.6944,6.0,8.0,15.0,13.0,18.0,20.0,0.0,0.0,7.0
lotus.core.phases.Phase,30.75,0.0,0.0,0.375,0.0,0.0,0.0,127.0,2.0,3.0,15.0,17.0,6.0,20.0,17.0,13.0,0.0,4.0
macaw.presentationLayer.MacawWorkBench,44.2222,0.0,0.0,0.2667,0.0,1.0,1.0,413.0,0.7083,4.0,13.0,0.0,20.0,53.0,13.0,0.0,0.0,9.0
macaw.util.DisplayableListPanel,30.8696,0.0,0.0,0.1594,0.0,10.0,1.0,757.0,0.6818,17.0,15.0,4.0,89.0,58.0,19.0,0.0,0.0,23.0
mindbright.ssh.SSHSCPGUIThread,75.5,0.0,0.0,0.1948,0.0,5.0,0.0,1098.0,0.8889,10.0,8.0,4.0,55.0,66.0,10.0,0.0,0.0,14.0
mygrid.web._AvailableJobsResponse,16.7778,0.0,0.0,0.2708,0.0,1.0,1.0,164.0,0.75,8.0,8.0,3.0,14.0,23.0,11.0,0.0,0.0,9.0
mygrid.web._Fail,16.7778,0.0,0.0,0.2708,0.0,1.0,1.0,164.0,0.75,8.0,8.0,3.0,14.0,23.0,11.0,0.0,0.0,9.0
net.kencochrane.a4j.DAO.Product,114.5,0.0,0.0,0.75,0.0,0.0,0.0,231.0,2.0,2.0,8.0,1.0,1.0,37.0,9.0,0.0,0.0,2.0
net.kencochrane.a4j.file.FileUtil,60.36,0.0,0.0,0.52,0.0,0.0,1.0,1536.0,0.4583,25.0,2.0,3.0,208.0,63.0,5.0,0.0,0.0,25.0
net.sf.javaml.core.AbstractInstance,20.2222,0.0,0.0,0.4118,0.0,0.0,0.75,386.0,0.8824,15.0,3.0,3.0,133.0,30.0,4.0,2.0,0.0,18.0
net.sf.javaml.core.Complex,15.0,0.0,0.0,0.5,0.0,1.0,0.0,211.0,0.3611,12.0,0.0,1.0,0.0,19.0,1.0,0.0,0.0,13.0
net.sf.javaml.core.DefaultDataset,16.3077,0.0,0.0,0.274,0.0,0.0,1.0,453.0,0.5333,23.0,4.0,21.0,295.0,71.0,24.0,0.0,0.0,26.0
net.sf.javaml.core.DenseInstance,13.7857,0.0,0.0,0.2054,0.0,0.0,1.0,416.0,0.5926,27.0,3.0,11.0,36.0,60.0,13.0,0.0,0.0,28.0
net.sf.javaml.core.Fold,6.3158,0.0,0.0,0.1794,0.0,1.0,1.0,280.0,0.8108,37.0,5.0,2.0,655.0,53.0,5.0,0.0,0.0,38.0
net.sf.javaml.core.SparseInstance,12.5278,0.0,0.0,0.2099,0.0,0.0,1.0,491.0,0.5786,35.0,2.0,5.0,198.0,70.0,7.0,0.0,0.0,36.0
net.sf.javaml.tools.data.ARFFHandler,38.3333,0.0,0.0,0.4444,0.0,0.0,0.0,118.0,2.0,3.0,5.0,0.0,3.0,17.0,5.0,0.0,0.0,3.0
net.sf.lavalamp.device.TimeOfDay,13.6667,0.0,0.0,0.3111,0.0,0.0,1.0,134.0,0.125,9.0,0.0,2.0,0.0,23.0,2.0,0.0,0.0,9.0
net.sf.sugar.fspath.FSPathResult,7.4615,0.0,0.0,0.2088,0.0,0.0,1.0,116.0,0.8333,13.0,0.0,6.0,42.0,19.0,6.0,0.0,0.0,13.0
net.sf.sugar.fspath.cli.FSPathExplorer,66.2857,0.0,0.0,0.4286,0.0,2.0,1.0,477.0,0.6667,2.0,8.0,0.0,11.0,49.0,8.0,0.0,0.0,7.0
net.sf.xbus.base.core.MessageHandler,40.6667,0.0,0.0,0.7333,0.0,0.0,1.0,253.0,0.6,3.0,4.0,3.0,7.0,35.0,7.0,0.0,0.0,6.0
net.sf.xbus.base.core.reflection.XBUSClassLoader,31.2,0.0,0.0,0.35,0.0,1.0,1.0,163.0,0.5,1.0,2.0,11.0,8.0,22.0,13.0,0.0,0.0,5.0
net.sf.xisemele.impl.OperationsHelperImpl,30.0,0.0,0.0,0.48,0.0,0.0,1.0,156.0,1.25,4.0,1.0,1.0,10.0,20.0,2.0,0.0,0.0,5.0
net.sourceforge.beanbin.reflect.MethodReflectionCriteria,47.0,0.0,0.0,0.4762,0.0,0.0,1.0,338.0,1.0,2.0,4.0,1.0,19.0,33.0,5.0,0.0,0.0,7.0
net.sourceforge.beanbin.reflect.ReflectionSearch,22.8,0.0,0.0,0.425,0.0,1.0,1.0,240.0,0.5556,7.0,9.0,5.0,9.0,40.0,14.0,0.0,0.0,10.0
net.sourceforge.ext4j.log.log4j.ExtrasPatternParser,33.5,0.0,0.0,0.6667,0.0,0.0,0.0,69.0,2.0,1.0,8.0,1.0,1.0,12.0,9.0,0.0,0.0,2.0
net.sourceforge.ext4j.taglib.bo.Request,26.5938,0.0,0.0,0.25,0.0,0.0,1.0,895.0,0.8441,29.0,4.0,1.0,340.0,76.0,5.0,0.0,0.0,32.0
net.sourceforge.jwbf.mediawiki.actions.editing.MovePage,53.4286,0.0,0.0,0.3611,0.0,1.0,1.0,389.0,0.6042,3.0,17.0,0.0,0.0,49.0,17.0,0.0,0.0,7.0
net.sourceforge.jwbf.mediawiki.actions.queries.TemplateUserTitles,28.375,0.0,0.0,0.5,0.0,1.0,1.0,241.0,0.7857,2.0,11.0,0.0,12.0,31.0,11.0,0.0,0.0,8.0
net.sourceforge.schemaspy.model.Table,35.746,0.0,0.0,0.1037,0.0,4.0,1.0,2334.0,0.9058,47.0,12.0,43.0,1531.0,193.0,50.0,3.0,0.0,63.0
net.sourceforge.schemaspy.model.xml.TableMeta,20.4286,0.0,0.0,0.5833,0.0,0.0,1.0,156.0,0.8333,5.0,1.0,3.0,9.0,26.0,4.0,0.0,0.0,7.0
net.sourceforge.squirrel_sql.client.preferences.GlobalPreferencesSheet,43.9333,0.0,0.0,0.2143,0.0,4.0,0.8,684.0,0.7143,5.0,26.0,5.0,47.0,112.0,28.0,0.0,0.0,15.0
net.sourceforge.squirrel_sql.fw.gui.CascadeInternalFramePositioner,59.5,0.0,0.0,0.75,0.0,0.0,1.0,125.0,1.0,2.0,1.0,2.0,0.0,15.0,3.0,0.0,0.0,2.0
net.virtualinfinity.atrobots.gui.renderers.RobotRenderer,27.5789,0.0,0.0,0.3889,0.0,0.0,1.0,549.0,0.8056,11.0,7.0,6.0,145.0,66.0,13.0,0.0,0.0,19.0
net.virtualinfinity.atrobots.robot.Robot,12.1884,0.0,0.0,0.0532,0.0,20.0,1.0,935.0,0.9553,61.0,57.0,22.0,2160.0,185.0,69.0,0.0,0.0,69.0
nu.staldal.lagoon.LagoonCLI,108.0,0.0,0.0,0.25,0.0,0.0,1.0,548.0,0.9167,2.0,6.0,0.0,6.0,51.0,6.0,0.0,0.0,5.0
nu.staldal.lagoon.LagoonGUI,43.3333,0.0,0.0,0.1693,0.0,4.0,1.0,948.0,0.7941,8.0,16.0,5.0,184.0,103.0,16.0,0.0,0.0,21.0
org.apache.commons.cli.HelpFormatter,22.5714,0.0,0.0,0.2667,0.0,0.0,0.1111,1008.0,0.9539,34.0,5.0,0.0,787.0,96.0,5.0,0.0,0.0,42.0
org.apache.commons.cli.Option,11.551,0.0,0.0,0.1633,0.0,0.0,0.8462,628.0,0.8686,39.0,3.0,14.0,800.0,85.0,16.0,0.0,0.0,49.0
org.apache.commons.codec.language.DoubleMetaphone,80.1026,0.0,0.0,0.4046,0.0,0.0,1.0,3169.0,0.9386,9.0,4.0,1.0,727.0,61.0,4.0,0.0,0.0,39.0
org.apache.commons.collections4.list.TreeList,14.3684,0.0,0.0,0.3263,0.0,1.0,1.0,294.0,0.4444,15.0,3.0,1.0,53.0,40.0,3.0,0.0,0.0,19.0
org.apache.commons.collections4.sequence.SequencesComparator,93.8333,0.0,0.0,0.4333,0.0,1.0,1.0,574.0,0.16,3.0,7.0,1.0,0.0,23.0,8.0,0.0,0.0,6.0
org.apache.commons.math3.analysis.FunctionUtils,7.4091,0.0,0.0,0.0974,0.0,0.0,0.0,185.0,2.0,21.0,33.0,31.0,231.0,48.0,64.0,0.0,0.0,22.0
org.apache.commons.math3.analysis.interpolation.TricubicSplineInterpolatingFunction,3611.2,0.0,0.0,0.625,0.0,1.0,1.0,18066.0,0.7,2.0,8.0,1.0,6.0,14.0,9.0,0.0,0.0,5.0
org.apache.commons.math3.dfp.DfpDec,36.2105,18.0,1.0,0.2763,0.9353,0.0,0.0,707.0,2.0,10.0,4.0,0.0,169.0,50.0,4.0,0.0,1.0,19.0
org.apache.commons.math3.distribution.HypergeometricDistribution,19.7895,4.0,1.0,0.5263,0.32,0.0,1.0,401.0,0.6759,14.0,10.0,1.0,133.0,29.0,11.0,0.0,1.0,19.0
org.apache.commons.math3.distribution.fitting.MultivariateNormalMixtureExpectationMaximization,110.0,0.0,0.0,0.4,0.0,1.0,1.0,671.0,0.8,6.0,17.0,0.0,7.0,47.0,17.0,0.0,0.0,6.0
org.apache.commons.math3.fraction.Fraction,23.3902,0.0,0.0,0.2792,0.0,14.0,0.2222,1018.0,0.8917,38.0,10.0,4.0,546.0,64.0,13.0,0.0,0.0,41.0
org.apache.commons.math3.fraction.ProperFractionFormat,28.375,4.0,2.0,0.3214,0.8214,0.0,1.0,237.0,0.7143,8.0,7.0,1.0,26.0,31.0,7.0,0.0,2.0,8.0
org.apache.commons.math3.geometry.euclidean.oned.IntervalsSet,18.8462,5.0,1.0,0.3034,0.4918,0.0,1.0,775.0,1.0263,16.0,13.0,8.0,741.0,70.0,19.0,0.0,1.0,39.0
org.apache.commons.math3.geometry.euclidean.threed.Rotation,117.7273,0.0,0.0,0.2292,0.0,1.0,0.8333,3924.0,0.5052,28.0,12.0,7.0,160.0,60.0,19.0,0.0,0.0,33.0
org.apache.commons.math3.linear.MatrixUtils,34.7895,0.0,0.0,0.0871,0.0,2.0,0.0,1362.0,1.0,35.0,38.0,42.0,703.0,112.0,73.0,0.0,0.0,38.0
org.apache.commons.math3.linear.RectangularCholeskyDecomposition,81.5,0.0,0.0,0.5833,0.0,1.0,1.0,332.0,0.3333,4.0,4.0,1.0,2.0,11.0,5.0,0.0,0.0,4.0
org.apache.commons.math3.linear.SchurTransformer,137.7,0.0,0.0,0.35,0.0,3.0,1.0,1394.0,0.7143,3.0,11.0,1.0,0.0,29.0,12.0,0.0,0.0,10.0
org.apache.commons.math3.ode.AbstractIntegrator,23.9231,0.0,0.0,0.1667,0.0,2.0,1.0,658.0,0.856,17.0,22.0,8.0,191.0,89.0,29.0,2.0,0.0,26.0
org.apache.commons.math3.ode.nonstiff.EmbeddedRungeKuttaIntegrator,56.9091,10.0,2.0,0.3523,0.7907,1.0,1.0,646.0,0.7333,8.0,13.0,3.0,31.0,37.0,16.0,3.0,2.0,11.0
org.apache.commons.math3.optim.nonlinear.scalar.noderiv.AbstractSimplex,31.8,0.0,0.0,0.237,0.0,1.0,1.0,495.0,0.6429,7.0,11.0,3.0,31.0,34.0,14.0,2.0,0.0,15.0
org.apache.commons.math3.optim.univariate.BrentOptimizer,82.6667,2.0,2.0,0.4,0.8636,0.0,1.0,506.0,0.5,2.0,8.0,1.0,9.0,24.0,9.0,0.0,2.0,6.0
org.apache.commons.math3.optimization.direct.CMAESOptimizer,59.0217,3.0,1.0,0.1453,0.3036,12.0,0.8824,2812.0,0.9351,10.0,25.0,1.0,929.0,108.0,25.0,0.0,2.0,46.0
org.apache.commons.math3.optimization.general.LevenbergMarquardtOptimizer,215.2,7.0,2.0,0.4,0.8864,0.0,1.0,2177.0,0.6444,5.0,9.0,0.0,15.0,37.0,9.0,0.0,2.0,10.0
org.apache.commons.math3.optimization.linear.SimplexTableau,33.0938,0.0,0.0,0.1317,0.0,2.0,1.0,1105.0,0.8318,3.0,11.0,1.0,224.0,99.0,12.0,0.0,0.0,32.0
org.apache.commons.math3.util.MathUtils,15.75,0.0,0.0,0.1023,0.0,0.0,0.0,270.0,1.0667,15.0,7.0,92.0,120.0,34.0,99.0,0.0,0.0,16.0
org.apache.commons.math3.util.MultidimensionalCounter,21.0769,0.0,0.0,0.3077,0.0,0.0,1.0,292.0,0.6833,9.0,5.0,1.0,22.0,23.0,5.0,0.0,0.0,13.0
org.apache.lucene.search.exposed.ExposedTimSort,103.7222,0.0,0.0,0.5294,0.0,1.0,0.9091,1896.0,0.754,2.0,1.0,1.0,23.0,31.0,2.0,0.0,0.0,18.0
org.apache.lucene.search.exposed.compare.NamedCollatorComparator,13.0,0.0,0.0,0.2449,0.0,0.0,1.0,201.0,0.6154,14.0,6.0,5.0,9.0,25.0,11.0,0.0,0.0,14.0
org.asphodel.DefaultRepositoryManager,19.5333,0.0,0.0,0.5238,0.0,0.0,1.0,311.0,0.6667,11.0,10.0,1.0,33.0,46.0,11.0,0.0,0.0,15.0
org.databene.jdbacl.DBUtil,27.1818,0.0,0.0,0.0988,0.0,0.0,1.0,1553.0,0.9136,50.0,38.0,21.0,1455.0,202.0,55.0,0.0,0.0,55.0
org.databene.jdbacl.SQLUtil,30.7609,0.0,0.0,0.0686,0.0,0.0,1.0,1465.0,0.95,37.0,15.0,11.0,1027.0,133.0,23.0,0.0,0.0,46.0
org.exolab.jms.net.connector.DefaultConnectionPool,30.8929,0.0,0.0,0.1053,0.0,4.0,1.0,912.0,0.8207,13.0,27.0,4.0,200.0,102.0,28.0,0.0,0.0,28.0
org.exolab.jms.net.socket.SocketRequestInfo,14.3077,0.0,0.0,0.2527,0.0,0.0,1.0,204.0,0.8,11.0,7.0,19.0,24.0,31.0,26.0,1.0,0.0,13.0
org.firebirdsql.encodings.EncodingFactory,107.0,0.0,0.0,0.2321,0.0,0.0,0.6667,1632.0,0.8155,11.0,36.0,12.0,47.0,117.0,48.0,0.0,0.0,15.0
org.firebirdsql.gds.impl.wire.AbstractJavaGDSImpl,73.4105,0.0,0.0,0.1151,0.0,1.0,0.03,7169.0,1.0012,72.0,43.0,2.0,2295.0,271.0,44.0,1.0,0.0,95.0
org.firebirdsql.jdbc.FBProcedureCall,32.1667,0.0,0.0,0.2619,0.0,0.0,0.75,601.0,0.6471,17.0,3.0,3.0,0.0,58.0,6.0,0.0,0.0,18.0
org.fixsuite.message.Library,42.2857,0.0,0.0,0.4583,0.0,0.0,1.0,315.0,1.0556,4.0,4.0,4.0,0.0,44.0,8.0,0.0,0.0,7.0
org.fixsuite.message.view.TreeView,44.9286,0.0,0.0,0.2,0.0,1.0,1.0,653.0,0.8462,6.0,12.0,3.0,55.0,83.0,12.0,0.0,0.0,14.0
org.heal.module.search.AdvSearchDAO,206.7778,0.0,0.0,0.3519,0.0,0.0,1.0,1871.0,0.875,8.0,9.0,2.0,34.0,61.0,11.0,0.0,0.0,9.0
org.heal.util.InterfaceUtilitiesBean,63.7143,0.0,0.0,0.3265,0.0,2.0,1.0,456.0,0.7222,7.0,4.0,6.0,15.0,34.0,10.0,0.0,0.0,7.0
org.javathena.login.Login,55.9737,0.0,0.0,0.1108,0.0,2.0,0.5882,2182.0,0.965,36.0,22.0,10.0,519.0,224.0,26.0,0.0,0.0,38.0
org.javathena.login.UserManagement,63.5522,0.0,0.0,0.0874,0.0,0.0,1.0,4337.0,0.9028,59.0,18.0,8.0,1967.0,274.0,23.0,0.0,0.0,67.0
org.javathena.login.parse.FromClient,97.5,0.0,0.0,0.6667,0.0,0.0,0.0,208.0,2.0,2.0,8.0,1.0,1.0,26.0,9.0,0.0,0.0,2.0
org.javathena.utiles.ConfigurationManagement,18.2154,0.0,0.0,0.0547,0.0,2.0,1.0,1281.0,0.9785,62.0,8.0,8.0,1934.0,145.0,16.0,0.0,0.0,65.0
org.jcvi.jillion.assembly.ca.frg.Distance,15.3333,0.0,0.0,0.2533,0.0,0.0,1.0,252.0,0.7245,11.0,0.0,10.0,65.0,21.0,10.0,0.0,0.0,15.0
org.jcvi.jillion.assembly.consed.phd.DefaultPhdReadTag,26.4444,0.0,0.0,0.2889,0.0,1.0,1.0,253.0,0.625,9.0,2.0,1.0,0.0,16.0,3.0,0.0,0.0,9.0
org.jdom2.Verifier,148.7561,0.0,0.0,0.1531,0.0,0.0,1.0,6152.0,0.975,37.0,3.0,24.0,708.0,69.0,24.0,0.0,0.0,41.0
org.jdom2.output.SAXOutputter,13.3158,0.0,0.0,0.1224,0.0,3.0,1.0,555.0,0.6978,35.0,17.0,1.0,427.0,71.0,18.0,1.0,0.0,38.0
org.jdom2.output.XMLOutputter,12.413,0.0,0.0,0.1458,0.0,3.0,1.0,620.0,0.3926,44.0,13.0,5.0,281.0,78.0,15.0,0.0,0.0,46.0
org.jdom2.transform.JDOMResult,16.6,0.0,0.0,0.25,0.0,2.0,0.8,181.0,0.6444,9.0,6.0,2.0,9.0,25.0,7.0,0.0,0.0,10.0
org.jdom2.util.NamespaceStack,41.8571,0.0,0.0,0.2637,0.0,4.0,1.0,607.0,0.5934,10.0,8.0,5.0,0.0,41.0,13.0,0.0,0.0,14.0
org.jfree.chart.axis.Axis,22.9487,0.0,0.0,0.0839,0.0,6.0,0.6429,1910.0,0.9626,63.0,21.0,18.0,2581.0,165.0,37.0,2.0,0.0,78.0
org.jfree.chart.plot.MultiplePiePlot,31.24,0.0,0.0,0.1042,0.0,3.0,0.9,816.0,0.775,21.0,27.0,2.0,106.0,114.0,29.0,0.0,0.0,25.0
org.jfree.chart.plot.ValueMarker,11.3333,0.0,0.0,0.4444,0.0,0.0,1.0,75.0,0.0,6.0,2.0,3.0,0.0,11.0,5.0,0.0,0.0,6.0
org.jfree.chart.plot.XYPlot,28.2511,0.0,0.0,0.0628,0.0,8.0,0.9206,6820.0,0.964,205.0,54.0,49.0,24921.0,464.0,99.0,2.0,0.0,231.0
org.jfree.chart.renderer.GrayPaintScale,14.6,0.0,0.0,0.375,0.0,0.0,1.0,159.0,0.4444,10.0,3.0,0.0,9.0,17.0,3.0,0.0,0.0,10.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer,32.0,0.0,0.0,0.1017,0.0,7.0,1.0,1960.0,0.9085,47.0,44.0,8.0,1549.0,216.0,52.0,8.0,0.0,59.0
org.jfree.chart.renderer.category.MinMaxCategoryRenderer,29.9474,0.0,0.0,0.1238,0.0,0.0,1.0,598.0,0.8444,15.0,14.0,3.0,51.0,56.0,15.0,0.0,0.0,19.0
org.jfree.chart.renderer.category.StatisticalBarRenderer,66.5833,0.0,0.0,0.2333,0.0,0.0,1.0,814.0,0.5455,8.0,18.0,1.0,0.0,56.0,19.0,0.0,0.0,12.0
org.jfree.data.category.DefaultIntervalCategoryDataset,23.4375,0.0,0.0,0.1938,0.0,0.0,1.0,786.0,0.6129,29.0,7.0,0.0,324.0,52.0,7.0,0.0,0.0,32.0
org.jfree.data.time.TimePeriodValues,21.5926,0.0,0.0,0.213,0.0,0.0,0.9167,622.0,0.734,25.0,6.0,1.0,221.0,52.0,7.0,0.0,0.0,27.0
org.jfree.data.time.TimeSeries,27.0,0.0,0.0,0.1356,0.0,0.0,1.0,1635.0,0.7815,51.0,8.0,4.0,949.0,120.0,12.0,0.0,0.0,58.0
org.joda.time.DateTimeZone,26.7234,0.0,0.0,0.112,0.0,1.0,0.75,1311.0,0.913,36.0,18.0,79.0,993.0,114.0,86.0,5.0,0.0,47.0
org.joda.time.MutableDateTime,10.5238,0.0,0.0,0.1284,0.0,1.0,0.3333,977.0,0.9023,84.0,19.0,8.0,3476.0,170.0,24.0,0.0,0.0,84.0
org.joda.time.MutablePeriod,7.125,0.0,0.0,0.1677,0.0,0.0,1.0,586.0,1.0141,72.0,14.0,6.0,2556.0,120.0,17.0,0.0,0.0,72.0
org.joda.time.Partial,35.4848,0.0,0.0,0.1725,0.0,3.0,1.0,1209.0,0.5438,30.0,17.0,1.0,188.0,84.0,17.0,0.0,0.0,33.0
org.joda.time.Period,20.5632,0.0,0.0,0.1395,0.0,1.0,0.5,1878.0,0.9942,84.0,20.0,21.0,3739.0,133.0,33.0,0.0,0.0,87.0
org.joda.time.base.BasePeriod,23.6129,0.0,0.0,0.2306,0.0,2.0,1.0,767.0,0.75,4.0,19.0,2.0,233.0,84.0,20.0,2.0,0.0,31.0
org.joda.time.base.BaseSingleFieldPeriod,16.3684,0.0,0.0,0.1813,0.0,0.0,1.0,333.0,0.8889,13.0,13.0,7.0,165.0,56.0,20.0,7.0,0.0,19.0
org.joda.time.chrono.BasicMonthOfYearDateTimeField,35.7222,0.0,0.0,0.3333,0.0,1.0,1.0,666.0,0.7529,16.0,9.0,4.0,0.0,58.0,13.0,1.0,0.0,18.0
org.joda.time.chrono.LimitChronology,39.9375,0.0,0.0,0.1538,0.0,3.0,0.5,659.0,0.6333,11.0,14.0,7.0,102.0,53.0,18.0,0.0,0.0,16.0
org.joda.time.format.DateTimeFormatter,17.84,0.0,0.0,0.108,0.0,4.0,1.0,950.0,0.6148,42.0,22.0,32.0,683.0,96.0,48.0,0.0,0.0,50.0
org.joda.time.format.DateTimeFormatterBuilder,12.8421,0.0,0.0,0.1234,0.0,0.0,1.0,1054.0,0.1533,65.0,24.0,11.0,2830.0,140.0,28.0,0.0,0.0,76.0
org.joda.time.format.PeriodFormatterBuilder,17.0,0.0,0.0,0.1583,0.0,2.0,1.0,908.0,0.9351,38.0,13.0,3.0,1072.0,79.0,15.0,0.0,0.0,49.0
org.joda.time.tz.ZoneInfoCompiler,81.25,0.0,0.0,0.1106,0.0,2.0,0.6667,1322.0,0.8556,4.0,16.0,3.0,114.0,119.0,16.0,0.0,0.0,16.0
org.jsecurity.util.AntPathMatcher,80.0,0.0,0.0,0.6667,0.0,0.0,0.5,731.0,0.75,7.0,2.0,2.0,24.0,19.0,4.0,0.0,0.0,9.0
org.jsecurity.web.DefaultWebSecurityManager,16.0,0.0,0.0,0.191,0.0,0.0,0.3333,431.0,0.8819,15.0,15.0,3.0,248.0,74.0,18.0,0.0,0.0,25.0
org.jsecurity.web.filter.authc.BasicHttpAuthenticationFilter,12.9375,0.0,0.0,0.5167,0.0,0.0,1.0,229.0,0.8889,7.0,6.0,1.0,96.0,35.0,7.0,0.0,0.0,16.0
org.mozilla.javascript.Parser,73.2121,0.0,0.0,0.1894,0.0,2.0,0.6667,4919.0,0.7143,6.0,17.0,2.0,355.0,208.0,18.0,0.0,0.0,66.0
org.objectweb.asm.jip.ClassReader,143.1786,0.0,0.0,0.1964,0.0,0.0,0.2143,4051.0,0.8386,19.0,12.0,6.0,164.0,106.0,15.0,0.0,0.0,28.0
org.objectweb.asm.jip.MethodWriter,123.0233,0.0,0.0,0.1566,0.0,19.0,0.7193,5390.0,0.9177,24.0,13.0,3.0,161.0,93.0,13.0,0.0,0.0,43.0
org.objectweb.asm.jip.commons.LocalVariablesSorter,35.25,0.0,0.0,0.3409,0.0,1.0,1.0,441.0,0.6667,7.0,5.0,1.0,22.0,28.0,6.0,1.0,0.0,12.0
org.pdfsam.guiclient.business.thumbnails.callables.JPodThmbnailCallable,51.0,0.0,0.0,0.375,0.0,2.0,1.0,265.0,0.5,3.0,17.0,1.0,6.0,50.0,18.0,0.0,0.0,5.0
org.petsoar.order.CreditCardInfo,7.1429,0.0,0.0,0.4762,0.0,0.0,0.4286,64.0,1.0238,7.0,0.0,2.0,15.0,10.0,2.0,0.0,0.0,7.0
org.petsoar.search.lucene.DefaultLuceneDocumentFactory,26.6364,0.0,0.0,0.4,0.0,0.0,1.0,305.0,0.4,5.0,10.0,1.0,49.0,53.0,11.0,0.0,0.0,11.0
org.quickserver.net.client.monitoring.HostMonitoringService,18.3846,0.0,0.0,0.124,0.0,2.0,1.0,513.0,0.8578,23.0,5.0,2.0,273.0,69.0,6.0,0.0,0.0,26.0
org.quickserver.net.server.impl.BlockingClientHandler,64.6,0.0,0.0,0.1574,0.0,0.0,1.0,1641.0,0.7083,16.0,19.0,1.0,240.0,117.0,20.0,0.0,0.0,25.0
org.quickserver.net.server.impl.NonBlockingClientHandler,76.1957,0.0,0.0,0.1071,0.0,2.0,0.95,3571.0,0.8511,28.0,22.0,3.0,587.0,194.0,24.0,0.0,0.0,46.0
org.quickserver.util.xmlreader.QuickServerConfig,43.8824,0.0,0.0,0.2451,0.0,4.0,1.0,770.0,0.8036,16.0,13.0,4.0,110.0,66.0,16.0,0.0,0.0,17.0
org.saxpath.Axis,37.6667,0.0,0.0,0.3333,0.0,0.0,0.0,130.0,1.5,3.0,0.0,1.0,3.0,5.0,1.0,0.0,0.0,3.0
org.scribe.model.OAuthConfig,7.0,0.0,0.0,0.4583,0.0,1.0,1.0,69.0,0.6857,8.0,1.0,9.0,14.0,9.0,10.0,0.0,0.0,8.0
org.scribe.model.OAuthRequest,5.7391,0.0,0.0,0.236,0.0,0.0,1.0,157.0,0.9773,22.0,3.0,9.0,247.0,48.0,12.0,0.0,0.0,23.0
org.scribe.model.Request,12.6538,0.0,0.0,0.2067,0.0,1.0,1.0,366.0,0.8509,20.0,4.0,1.0,231.0,65.0,5.0,1.0,0.0,26.0
org.scribe.model.Response,11.8889,0.0,0.0,0.4444,0.0,0.0,1.0,121.0,0.8,5.0,1.0,4.0,20.0,24.0,5.0,0.0,0.0,9.0
org.scribe.model.Token,8.3333,0.0,0.0,0.6667,0.0,0.0,1.0,60.0,0.65,6.0,0.0,25.0,3.0,9.0,25.0,0.0,0.0,6.0
org.scribe.model.Verifier,6.0,0.0,0.0,0.75,0.0,0.0,1.0,15.0,0.0,2.0,1.0,3.0,0.0,4.0,4.0,0.0,0.0,2.0
org.sourceforge.ifx.basetypes.IFXObject,73.6667,0.0,0.0,0.4583,0.0,0.0,1.0,449.0,1.2,3.0,1.0,1185.0,15.0,29.0,1186.0,1182.0,0.0,6.0
org.tartarus.snowball.ext.englishStemmer,126.0,0.0,0.0,0.3667,0.0,12.0,1.0,2686.0,0.8658,4.0,3.0,0.0,0.0,37.0,3.0,0.0,0.0,21.0
org.tartarus.snowball.ext.italianStemmer,220.875,0.0,0.0,0.3778,0.0,9.0,1.0,3566.0,0.8458,4.0,3.0,0.0,0.0,30.0,3.0,0.0,0.0,16.0
org.tartarus.snowball.ext.turkishStemmer,124.087,0.0,0.0,0.3481,0.0,25.0,1.0,5790.0,0.8302,4.0,3.0,0.0,775.0,60.0,3.0,0.0,0.0,46.0
org.templateit.Region,13.2222,0.0,0.0,0.5185,0.0,2.0,1.0,130.0,0.375,9.0,1.0,3.0,0.0,16.0,4.0,1.0,0.0,9.0
org.templateit.WorkbookParser,65.3333,0.0,0.0,0.4,0.0,2.0,1.0,402.0,0.5,3.0,15.0,1.0,3.0,65.0,16.0,0.0,0.0,6.0
org.znerd.xmlenc.XMLChecker,114.9474,0.0,0.0,0.2421,0.0,0.0,0.0,2203.0,2.0,11.0,1.0,2.0,171.0,30.0,3.0,0.0,0.0,19.0
org.znerd.xmlenc.XMLEncoder,69.4167,0.0,0.0,0.4416,0.0,0.0,1.0,860.0,0.7758,11.0,2.0,1.0,32.0,32.0,3.0,0.0,0.0,12.0
osa.ora.server.admin.ui.UpdateUserPanel,68.3529,0.0,0.0,0.2689,0.0,2.0,0.9048,1200.0,0.5923,2.0,10.0,7.0,74.0,94.0,10.0,0.0,0.0,17.0
osa.ora.server.client.ui.utils.FontChooserDialog,56.0,0.0,0.0,0.5,0.0,1.0,1.0,173.0,0.25,3.0,5.0,5.0,0.0,35.0,5.0,0.0,0.0,3.0
server.ServerGameModel,94.1111,0.0,0.0,0.5556,0.0,1.0,1.0,863.0,0.75,6.0,6.0,1.0,0.0,20.0,6.0,0.0,0.0,9.0
simulator.CA.ConsumerAgent,94.0667,0.0,0.0,0.2,0.0,5.0,0.9,1446.0,0.8429,3.0,45.0,11.0,29.0,133.0,46.0,0.0,0.0,15.0
